budget,revenue,runtime,popularity,vote_count,vote_average,profit
0,0.0,85.0,1.462073,21.0,6.0,0.0
0,0.0,121.0,2.994899,53.0,6.4,0.0
21000000,71441250.0,110.0,9.707542,1317.0,7.4,50441250.0
0,0.0,98.0,7.256293,311.0,5.9,0.0
0,0.0,96.0,10.12489,59.0,6.3,0.0
0,0.0,84.0,0.93291,23.0,4.7,0.0
0,0.0,112.0,3.163464,18.0,5.2,0.0
0,0.0,97.0,1.207649,9.0,5.7,0.0
25000000,5778353.0,117.0,4.11214,22.0,5.0,-19221647.0
4500000,10500000.0,103.0,1.808605,22.0,5.0,6000000.0
15000000,16500000.0,90.0,3.521436,37.0,5.1,1500000.0
0,300859.0,90.0,7.74579,28.0,6.1,300859.0
12000000,31155435.0,93.0,6.796277,230.0,6.4,19155435.0
25000000,80936232.0,83.0,7.308162,235.0,5.6,55936232.0
38000000,0.0,99.0,4.273193,40.0,5.5,-38000000.0
0,0.0,118.0,7.196356,430.0,6.0,0.0
93000000,871368364.0,178.0,32.070725,8892.0,8.0,778368364.0
72000000,37317558.0,152.0,8.063684,193.0,6.6,-34682442.0
60000000,313542341.0,135.0,11.93646,3087.0,7.7,253542341.0
0,0.0,132.0,2.684863,33.0,7.2,0.0
0,0.0,79.0,1.351392,14.0,5.4,0.0
0,0.0,96.0,3.666979,49.0,6.9,0.0
0,0.0,101.0,2.010982,27.0,6.9,0.0
0,0.0,111.0,1.080317,14.0,7.0,0.0
0,0.0,97.0,2.27778,29.0,7.3,0.0
850000,0.0,78.0,3.027994,52.0,6.2,-850000.0
0,0.0,77.0,1.553516,19.0,4.4,0.0
1500000,0.0,99.0,5.354787,160.0,7.3,-1500000.0
0,0.0,100.0,1.588943,29.0,6.3,0.0
0,396003.0,99.0,1.824275,11.0,5.8,396003.0
0,0.0,119.0,4.769209,35.0,6.1,0.0
3000000,9000000.0,116.0,9.730217,278.0,8.1,6000000.0
107000000,87713825.0,157.0,9.303104,457.0,6.7,-19286175.0
92000000,172989651.0,144.0,10.064446,1832.0,7.2,80989651.0
0,741394.0,121.0,11.34469,31.0,6.1,741394.0
12000000,30400000.0,132.0,2.592296,51.0,6.2,18400000.0
19800000,87754044.0,137.0,14.101101,256.0,6.8,67954044.0
22000000,92542418.0,132.0,12.935016,542.0,7.2,70542418.0
4000000,44909486.0,111.0,6.341187,254.0,6.6,40909486.0
0,0.0,111.0,8.191094,112.0,6.4,0.0
0,0.0,89.0,8.48839,111.0,7.9,0.0
0,0.0,90.0,1.147517,13.0,6.2,0.0
0,0.0,95.0,5.002136,6.0,5.9,0.0
15000000,76382.0,93.0,1.672406,22.0,5.0,-14923618.0
0,0.0,94.0,5.570606,187.0,7.4,0.0
0,0.0,116.0,6.071204,48.0,7.3,0.0
0,0.0,106.0,4.358659,6.0,6.8,0.0
0,0.0,100.0,2.242307,24.0,6.1,0.0
0,0.0,82.0,4.582365,134.0,6.0,0.0
29000000,70752904.0,137.0,11.564252,404.0,6.6,41752904.0
38000000,153518974.0,95.0,6.938921,205.0,5.8,115518974.0
0,0.0,116.0,1.363895,21.0,7.5,0.0
0,0.0,99.0,7.340512,19.0,5.4,0.0
0,1155000.0,98.0,0.139463,2.0,5.5,1155000.0
0,0.0,109.0,1.631723,5.0,5.3,0.0
0,0.0,103.0,1.076058,4.0,5.0,0.0
22997992,0.0,122.0,10.445117,54.0,6.3,-22997992.0
0,0.0,106.0,2.066145,14.0,6.6,0.0
0,0.0,104.0,1.090793,13.0,7.0,0.0
0,0.0,103.0,3.075976,24.0,6.0,0.0
0,0.0,138.0,0.936527,10.0,6.7,0.0
0,0.0,96.0,2.370931,20.0,7.0,0.0
18000000,14110013.0,108.0,3.383201,69.0,6.5,-3889987.0
18000000,100000000.0,103.0,10.151366,391.0,5.8,82000000.0
1200000,760883.0,81.0,8.471302,37.0,6.2,-439117.0
0,0.0,74.0,2.234554,30.0,7.3,0.0
0,8894289.0,117.0,4.402396,9.0,6.0,8894289.0
0,4400000.0,106.0,2.825173,23.0,5.7,4400000.0
5500000,4865000.0,95.0,1.409619,16.0,3.3,-635000.0
40000000,0.0,102.0,8.209652,136.0,6.1,-40000000.0
0,0.0,81.0,5.305679,161.0,6.0,0.0
33000000,0.0,99.0,13.470227,190.0,5.3,-33000000.0
12000000,78868508.0,96.0,15.297121,364.0,6.5,66868508.0
0,0.0,91.0,0.042859,1.0,5.0,0.0
0,0.0,112.0,5.396508,33.0,6.5,0.0
0,0.0,102.0,0.167601,2.0,7.5,0.0
0,0.0,96.0,2.057471,42.0,4.9,0.0
15000000,10219460.0,106.0,9.974312,65.0,6.3,-4780540.0
14000000,63513743.0,120.0,5.079464,156.0,6.8,49513743.0
0,0.0,109.0,7.265781,79.0,7.5,0.0
0,0.0,124.0,1.999626,16.0,4.6,0.0
0,0.0,94.0,1.779207,19.0,6.5,0.0
0,0.0,80.0,1.014863,25.0,7.8,0.0
3500000,81600000.0,116.0,7.701349,238.0,6.9,78100000.0
0,4385312.0,112.0,1.893822,10.0,6.3,4385312.0
0,0.0,100.0,6.097929,70.0,7.1,0.0
6000000,4300000.0,141.0,6.945886,45.0,6.2,-1700000.0
35000000,75395048.0,131.0,10.765924,463.0,7.3,40395048.0
32000000,55157539.0,119.0,8.50563,307.0,6.1,23157539.0
11000000,41227069.0,101.0,8.054499,1057.0,7.5,30227069.0
344,4.0,104.0,0.158651,3.0,5.3,-340.0
0,0.0,113.0,1.199804,15.0,6.7,0.0
0,0.0,0.0,0.142296,4.0,3.4,0.0
0,0.0,87.0,1.343844,18.0,6.3,0.0
14500000,95789342.0,108.0,9.298092,99.0,6.8,81289342.0
0,0.0,99.0,7.331867,71.0,6.3,0.0
0,0.0,87.0,9.447478,64.0,6.4,0.0
555000,0.0,84.0,0.506962,5.0,6.0,-555000.0
6500000,0.0,108.0,4.048513,43.0,6.2,-6500000.0
13000000,22030000.0,109.0,7.584638,14.0,5.1,9030000.0
0,11129057.0,102.0,5.289075,61.0,6.4,11129057.0
0,0.0,117.0,0.86603,8.0,5.9,0.0
14000000,6413915.0,86.0,8.559189,60.0,5.4,-7586085.0
13000000,0.0,93.0,6.271279,104.0,6.1,-13000000.0
0,0.0,106.0,3.278211,7.0,6.5,0.0
5000000,0.0,99.0,1.788953,7.0,5.4,-5000000.0
180000,0.0,83.0,2.030808,9.0,5.1,-180000.0
750000,0.0,105.0,3.552627,14.0,6.8,-750000.0
0,0.0,121.0,5.861963,21.0,7.9,0.0
0,0.0,108.0,2.411369,18.0,6.9,0.0
0,0.0,117.0,2.836965,61.0,7.1,0.0
24000000,939423.0,107.0,0.420615,0.0,0.0,-23060577.0
0,0.0,115.0,2.646421,11.0,6.9,0.0
0,0.0,95.0,3.206246,33.0,7.2,0.0
15000000,52970014.0,88.0,4.643981,202.0,5.6,37970014.0
85000000,78382433.0,108.0,10.175503,431.0,5.5,-6617567.0
0,0.0,98.0,9.347077,106.0,3.4,0.0
0,0.0,104.0,3.227759,11.0,5.9,0.0
50000000,16671505.0,99.0,12.508518,281.0,5.8,-33328495.0
0,0.0,85.0,0.808053,10.0,6.3,0.0
0,0.0,79.0,1.146347,8.0,6.4,0.0
0,0.0,88.0,1.396,22.0,7.2,0.0
19000000,11000000.0,110.0,5.214505,9.0,4.4,-8000000.0
0,0.0,95.0,0.353046,9.0,7.2,0.0
0,53579269.0,103.0,6.961256,78.0,5.8,53579269.0
0,32416586.0,101.0,10.392243,272.0,7.1,32416586.0
0,0.0,96.0,1.9687,13.0,5.2,0.0
1500000,0.0,110.0,5.966221,197.0,7.1,-1500000.0
12000000,61141030.0,93.0,6.631356,161.0,4.7,49141030.0
70000000,32287044.0,125.0,14.116474,246.0,5.9,-37712956.0
36000000,102244770.0,116.0,8.867562,604.0,7.0,66244770.0
20000000,109862682.0,72.0,8.759774,304.0,6.1,89862682.0
3000000,18492362.0,100.0,7.351028,367.0,6.6,15492362.0
17000000,44456478.0,87.0,7.873794,202.0,6.2,27456478.0
0,0.0,109.0,2.76118,22.0,6.0,0.0
0,0.0,108.0,1.273061,18.0,5.8,0.0
1558000,0.0,118.0,3.12508,43.0,7.4,-1558000.0
0,0.0,146.0,0.790084,8.0,5.9,0.0
0,0.0,118.0,1.904237,10.0,5.1,0.0
0,0.0,136.0,1.528577,24.0,5.1,0.0
0,0.0,106.0,1.165341,16.0,6.8,0.0
0,0.0,89.0,1.62152,28.0,6.9,0.0
0,0.0,138.0,10.387423,152.0,7.5,0.0
0,0.0,107.0,3.511224,53.0,7.0,0.0
0,0.0,103.0,2.955581,31.0,6.5,0.0
0,0.0,106.0,1.11576,15.0,6.0,0.0
0,0.0,105.0,0.727819,4.0,6.3,0.0
8000000,11715321.0,113.0,6.963023,71.0,6.3,3715321.0
0,0.0,79.0,1.738062,16.0,5.3,0.0
60000000,52322400.0,104.0,4.924078,209.0,6.2,-7677600.0
35000000,45479110.0,101.0,8.436243,247.0,5.5,10479110.0
0,0.0,111.0,0.437438,4.0,6.5,0.0
0,0.0,115.0,0.755576,10.0,5.5,0.0
0,0.0,107.0,6.38471,22.0,6.5,0.0
0,0.0,95.0,0.995043,3.0,4.5,0.0
0,0.0,87.0,0.147295,1.0,8.0,0.0
0,0.0,99.0,6.00447,158.0,6.1,0.0
0,0.0,114.0,10.625504,59.0,6.8,0.0
0,0.0,91.0,0.910772,22.0,5.0,0.0
0,0.0,92.0,0.655434,10.0,7.8,0.0
0,2106838.0,88.0,0.620718,10.0,4.4,2106838.0
35000000,35323292.0,102.0,8.399441,100.0,7.0,323292.0
0,0.0,91.0,1.047396,11.0,5.5,0.0
0,19104350.0,100.0,1.912284,15.0,6.0,19104350.0
0,0.0,71.0,2.589616,35.0,7.1,0.0
0,0.0,86.0,0.889869,7.0,6.1,0.0
0,0.0,81.0,1.037915,3.0,6.3,0.0
0,0.0,81.0,1.598199,25.0,6.8,0.0
0,0.0,103.0,5.204291,92.0,7.0,0.0
0,0.0,91.0,6.89416,306.0,7.9,0.0
0,0.0,105.0,0.006154,0.0,0.0,0.0
0,0.0,88.0,0.313233,3.0,4.3,0.0
1000000,0.0,82.0,0.364631,7.0,7.6,-1000000.0
17000000,0.0,94.0,8.628928,306.0,5.2,-17000000.0
75000000,114660784.0,138.0,11.34706,531.0,6.7,39660784.0
0,0.0,101.0,1.707091,31.0,5.9,0.0
0,0.0,82.0,3.44163,7.0,6.0,0.0
0,0.0,96.0,2.077256,21.0,5.9,0.0
0,0.0,95.0,1.554937,20.0,6.0,0.0
3500000,0.0,102.0,3.117965,36.0,5.8,-3500000.0
0,0.0,127.0,1.97664,6.0,6.5,0.0
0,32710894.0,76.0,7.477944,155.0,6.1,32710894.0
0,0.0,101.0,2.442874,22.0,5.4,0.0
45000000,21355893.0,98.0,8.295437,40.0,5.1,-23644107.0
0,0.0,97.0,0.109362,5.0,6.8,0.0
1000000,0.0,90.0,2.776386,39.0,6.3,-1000000.0
23000000,71368.0,76.0,3.612089,40.0,4.4,-22928632.0
0,0.0,91.0,6.798595,130.0,6.4,0.0
0,0.0,80.0,0.505588,6.0,6.8,0.0
0,0.0,87.0,1.196569,13.0,6.6,0.0
0,0.0,93.0,2.275332,17.0,6.3,0.0
1202007,2948386.0,103.0,6.360746,70.0,7.7,1746379.0
14000000,25482931.0,95.0,3.909079,52.0,5.9,11482931.0
80000000,123729176.0,96.0,8.918134,644.0,5.8,43729176.0
2000000,2506446.0,96.0,2.186683,26.0,4.8,506446.0
0,0.0,110.0,0.817974,5.0,6.7,0.0
0,1494399.0,110.0,1.656115,19.0,7.0,1494399.0
0,1030938.0,108.0,1.75515,21.0,6.6,1030938.0
0,0.0,88.0,8.43511,77.0,7.5,0.0
0,0.0,105.0,1.709151,9.0,5.7,0.0
0,4059673.0,123.0,10.0534,35.0,7.2,4059673.0
0,0.0,103.0,1.254364,9.0,6.7,0.0
0,6000000.0,97.0,0.657274,14.0,5.1,6000000.0
0,0.0,90.0,2.699959,13.0,4.5,0.0
0,0.0,94.0,2.502341,14.0,5.3,0.0
44000000,3484331.0,219.0,4.393576,56.0,6.5,-40515669.0
0,15934737.0,98.0,1.221702,10.0,6.4,15934737.0
0,0.0,119.0,0.89977,3.0,6.2,0.0
0,0.0,106.0,3.637392,32.0,6.7,0.0
0,0.0,105.0,0.775043,7.0,5.8,0.0
0,0.0,80.0,7.44429,48.0,5.9,0.0
0,0.0,113.0,0.178039,5.0,6.2,0.0
0,0.0,114.0,1.282124,29.0,5.2,0.0
0,0.0,115.0,0.841574,10.0,5.9,0.0
120000,0.0,86.0,2.419145,33.0,8.0,-120000.0
0,0.0,87.0,1.385791,18.0,3.2,0.0
35000000,0.0,173.0,2.875229,36.0,7.5,-35000000.0
0,0.0,96.0,5.296704,15.0,6.6,0.0
0,0.0,114.0,11.693374,87.0,7.1,0.0
10000000,15795189.0,99.0,3.557608,50.0,6.6,5795189.0
0,0.0,90.0,0.281928,6.0,6.4,0.0
0,0.0,92.0,1.669519,22.0,4.9,0.0
0,0.0,125.0,6.545371,19.0,7.4,0.0
0,0.0,104.0,2.055833,21.0,5.5,0.0
0,0.0,130.0,2.02305,16.0,6.0,0.0
3000000,0.0,102.0,6.398395,55.0,6.1,-3000000.0
0,0.0,90.0,2.795752,28.0,5.4,0.0
0,0.0,102.0,0.983739,12.0,5.6,0.0
0,0.0,118.0,3.491636,32.0,7.1,0.0
0,0.0,85.0,2.364193,34.0,5.3,0.0
0,0.0,94.0,1.939255,16.0,5.1,0.0
0,18971000.0,104.0,8.79061,37.0,4.4,18971000.0
0,0.0,94.0,1.189834,14.0,4.9,0.0
0,41687243.0,98.0,2.660367,36.0,6.3,41687243.0
0,0.0,103.0,1.54645,12.0,5.6,0.0
0,0.0,82.0,1.253508,25.0,6.7,0.0
0,0.0,104.0,3.951404,63.0,6.5,0.0
59000000,383257136.0,81.0,17.328902,3954.0,7.1,324257136.0
33000000,102984862.0,100.0,7.781293,2100.0,6.4,69984862.0
85000000,77741732.0,95.0,4.917863,286.0,5.3,-7258268.0
0,0.0,130.0,1.447713,17.0,6.6,0.0
1000000,10013424.0,97.0,3.374229,50.0,5.9,9013424.0
0,0.0,78.0,0.324682,5.0,7.3,0.0
0,0.0,106.0,0.549502,13.0,7.6,0.0
5000000,33616692.0,106.0,13.962548,321.0,7.3,28616692.0
0,17233166.0,91.0,7.108331,78.0,5.5,17233166.0
0,0.0,137.0,1.846624,34.0,6.8,0.0
0,0.0,85.0,3.943187,10.0,7.1,0.0
0,344.0,90.0,1.231723,8.0,4.7,344.0
0,0.0,91.0,1.170751,17.0,6.0,0.0
0,0.0,82.0,2.034301,17.0,7.4,0.0
0,0.0,85.0,1.226779,12.0,6.7,0.0
0,0.0,90.0,1.456451,11.0,6.5,0.0
0,0.0,91.0,1.208267,9.0,5.8,0.0
7,5.0,90.0,3.2768,64.0,5.8,-2.0
0,0.0,103.0,1.934962,13.0,7.4,0.0
14000000,35856053.0,126.0,5.355452,81.0,6.5,21856053.0
0,0.0,104.0,0.492593,6.0,5.4,0.0
0,0.0,133.0,1.152225,4.0,4.9,0.0
0,0.0,96.0,0.997875,1.0,5.0,0.0
0,43995918.0,102.0,9.896381,38.0,6.3,43995918.0
0,0.0,86.0,0.448461,4.0,7.2,0.0
0,0.0,101.0,3.475332,38.0,7.0,0.0
0,0.0,85.0,3.364968,39.0,6.9,0.0
0,0.0,97.0,6.295611,5.0,6.7,0.0
0,66132626.0,100.0,7.190986,87.0,5.1,66132626.0
0,126737428.0,96.0,7.68372,197.0,6.8,126737428.0
0,5678950.0,85.0,13.721966,49.0,4.4,5678950.0
0,0.0,120.0,2.222694,13.0,6.0,0.0
0,101300000.0,111.0,6.481464,130.0,6.7,101300000.0
0,5010362.0,107.0,2.972928,32.0,6.2,5010362.0
0,0.0,192.0,1.878184,8.0,6.9,0.0
0,0.0,92.0,7.936244,8.0,6.2,0.0
54000000,155010032.0,117.0,17.05064,1556.0,6.3,101010032.0
12000000,0.0,93.0,3.500267,47.0,4.6,-12000000.0
0,0.0,91.0,1.329626,9.0,6.4,0.0
0,0.0,92.0,0.058586,1.0,6.5,0.0
0,0.0,89.0,2.745074,36.0,6.4,0.0
0,0.0,87.0,1.057432,13.0,5.4,0.0
0,0.0,106.0,0.051087,1.0,5.0,0.0
0,0.0,128.0,0.452215,5.0,6.5,0.0
0,0.0,89.0,1.933119,14.0,5.4,0.0
0,0.0,93.0,1.727656,23.0,6.3,0.0
26000000,38793283.0,94.0,5.373623,89.0,4.9,12793283.0
55000000,0.0,109.0,8.127591,133.0,5.9,-55000000.0
48000000,196397415.0,111.0,14.969502,1303.0,6.6,148397415.0
20000000,75597042.0,127.0,10.991137,112.0,6.5,55597042.0
0,0.0,102.0,2.883184,19.0,5.7,0.0
3000000,9801375.0,131.0,6.363081,197.0,7.2,6801375.0
0,28149.0,80.0,0.022347,0.0,0.0,28149.0
0,0.0,0.0,0.086622,1.0,6.0,0.0
0,0.0,134.0,1.770055,18.0,5.5,0.0
0,46352.0,104.0,0.474556,2.0,6.5,46352.0
0,0.0,93.0,0.39401,2.0,4.0,0.0
600000,0.0,92.0,5.070135,38.0,6.0,-600000.0
0,0.0,112.0,2.077602,38.0,5.9,0.0
0,0.0,90.0,1.488663,12.0,5.5,0.0
0,3333306.0,94.0,3.90299,14.0,5.1,3333306.0
0,0.0,107.0,8.733819,18.0,6.4,0.0
0,0.0,95.0,0.25793,3.0,5.7,0.0
0,0.0,86.0,1.224667,1.0,6.0,0.0
42000000,63781810.0,115.0,8.371005,187.0,6.1,21781810.0
5000000,38275483.0,92.0,7.668576,867.0,5.9,33275483.0
0,0.0,112.0,1.27202,8.0,5.4,0.0
0,0.0,107.0,0.689177,11.0,6.5,0.0
0,0.0,180.0,0.117912,3.0,4.8,0.0
0,0.0,114.0,7.349189,17.0,6.5,0.0
0,0.0,86.0,1.706144,17.0,7.3,0.0
0,0.0,104.0,1.990877,25.0,6.3,0.0
0,0.0,103.0,3.593732,39.0,6.2,0.0
250000,96568.0,88.0,9.887355,471.0,8.0,-153432.0
0,28000000.0,123.0,9.282077,102.0,7.1,28000000.0
45000000,94935764.0,89.0,7.81862,306.0,5.9,49935764.0
11000000,13110448.0,100.0,7.397953,338.0,7.0,2110448.0
0,0.0,91.0,5.258167,11.0,5.0,0.0
43000000,68696770.0,84.0,8.889064,286.0,5.3,25696770.0
7000000,3646994.0,114.0,13.546984,33.0,6.0,-3353006.0
6000000,705308.0,96.0,7.714094,74.0,6.1,-5294692.0
5000000,368744044.0,95.0,6.719949,686.0,6.2,363744044.0
0,0.0,92.0,15.931069,77.0,7.1,0.0
4000000,0.0,132.0,10.099042,24.0,6.0,-4000000.0
1000000,16000000.0,96.0,2.301183,16.0,6.4,15000000.0
0,39404261.0,102.0,9.019396,150.0,5.5,39404261.0
0,0.0,100.0,6.130177,123.0,7.9,0.0
0,0.0,98.0,4.176478,44.0,5.1,0.0
0,0.0,95.0,3.048608,19.0,4.9,0.0
0,0.0,108.0,3.063907,45.0,6.0,0.0
0,0.0,102.0,5.667344,255.0,5.8,0.0
0,0.0,104.0,5.062112,122.0,5.2,0.0
0,0.0,93.0,2.006718,25.0,4.9,0.0
0,5000000.0,83.0,9.003838,40.0,6.4,5000000.0
50000000,56714147.0,120.0,9.645801,275.0,6.0,6714147.0
60000000,165333180.0,92.0,9.488117,802.0,5.3,105333180.0
0,0.0,105.0,1.836865,33.0,6.4,0.0
0,0.0,109.0,1.246464,3.0,4.0,0.0
0,15705007.0,119.0,21.520641,74.0,6.0,15705007.0
0,0.0,102.0,1.557804,3.0,4.5,0.0
0,1347988.0,91.0,1.109111,6.0,7.8,1347988.0
1500000,0.0,114.0,5.324962,156.0,7.4,-1500000.0
0,0.0,0.0,0.982993,5.0,5.3,0.0
0,0.0,112.0,0.816047,5.0,5.0,0.0
0,0.0,0.0,1.251219,3.0,5.0,0.0
11000000,16951798.0,91.0,7.793873,298.0,4.5,5951798.0
40000000,16872671.0,103.0,6.332398,126.0,5.7,-23127329.0
0,0.0,91.0,4.704091,53.0,7.2,0.0
0,0.0,83.0,0.628159,4.0,3.3,0.0
0,0.0,97.0,0.525668,8.0,6.7,0.0
0,0.0,92.0,0.18238,5.0,5.8,0.0
18000000,676698.0,103.0,12.106615,109.0,7.0,-17323302.0
0,0.0,77.0,0.166855,1.0,8.0,0.0
120000,14904.0,87.0,1.62632,16.0,5.3,-105096.0
0,1304192.0,96.0,0.825362,6.0,5.7,1304192.0
0,0.0,98.0,2.666065,50.0,7.5,0.0
0,27575086.0,97.0,6.882529,54.0,5.3,27575086.0
0,0.0,98.0,0.872855,16.0,5.8,0.0
0,0.0,122.0,1.846984,11.0,5.2,0.0
18000000,5546827.0,96.0,1.33724,27.0,5.5,-12453173.0
0,0.0,95.0,0.240351,2.0,6.0,0.0
0,0.0,108.0,9.450853,94.0,6.7,0.0
106000,19319254.0,107.0,0.345862,9.0,5.4,19213254.0
0,0.0,111.0,7.285627,42.0,7.2,0.0
2278264,0.0,93.0,5.917152,20.0,5.3,-2278264.0
15000000,0.0,99.0,1.047834,8.0,5.5,-15000000.0
9000000,10364904.0,100.0,0.941383,16.0,5.5,1364904.0
0,0.0,120.0,1.986116,12.0,7.3,0.0
7000000,0.0,105.0,17.395203,50.0,4.6,-7000000.0
0,0.0,96.0,2.050252,34.0,5.5,0.0
16000000,0.0,112.0,9.987317,114.0,6.4,-16000000.0
139000000,821708551.0,121.0,29.413341,5398.0,6.8,682708551.0
0,0.0,117.0,0.123276,2.0,4.0,0.0
0,0.0,122.0,1.49206,11.0,6.2,0.0
0,0.0,100.0,1.713244,13.0,6.0,0.0
0,0.0,109.0,2.700782,17.0,7.3,0.0
0,0.0,103.0,2.817742,43.0,7.0,0.0
0,0.0,129.0,3.939797,48.0,6.3,0.0
300000,0.0,84.0,0.808843,11.0,3.9,-300000.0
0,0.0,108.0,9.074631,52.0,6.2,0.0
0,0.0,136.0,1.870581,13.0,6.5,0.0
7500000,6266621.0,112.0,3.399684,21.0,6.4,-1233379.0
0,0.0,103.0,3.278056,34.0,5.7,0.0
14000000,34793160.0,107.0,12.318052,139.0,6.5,20793160.0
0,0.0,106.0,1.819367,17.0,5.1,0.0
13000000,0.0,88.0,9.255418,155.0,5.7,-13000000.0
50000000,119137784.0,124.0,8.96839,282.0,6.3,69137784.0
0,0.0,129.0,0.765716,4.0,6.0,0.0
0,1008404.0,85.0,6.404093,18.0,5.6,1008404.0
860000,2451545.0,97.0,2.793003,51.0,6.6,1591545.0
0,0.0,88.0,3.434242,41.0,8.1,0.0
0,0.0,83.0,4.204629,8.0,6.4,0.0
0,0.0,83.0,0.018017,3.0,5.7,0.0
0,0.0,94.0,8.541796,20.0,6.3,0.0
0,0.0,101.0,5.587033,49.0,6.8,0.0
0,0.0,97.0,9.524512,62.0,7.9,0.0
0,0.0,81.0,0.670951,10.0,4.0,0.0
0,0.0,102.0,1.346707,10.0,6.1,0.0
0,0.0,93.0,0.85977,5.0,6.3,0.0
27000000,129000000.0,101.0,10.956665,627.0,6.6,102000000.0
120000000,649398328.0,142.0,14.072511,4074.0,6.4,529398328.0
1500000,416925.0,98.0,8.128106,152.0,6.8,-1083075.0
0,0.0,97.0,8.287054,129.0,6.8,0.0
0,0.0,139.0,1.652755,15.0,6.3,0.0
5,85.0,110.0,6.759519,126.0,6.2,80.0
0,0.0,87.0,4.789131,69.0,6.7,0.0
0,0.0,120.0,3.930136,21.0,7.2,0.0
0,321952.0,117.0,2.969857,64.0,7.9,321952.0
0,0.0,125.0,3.033852,6.0,4.4,0.0
38000000,51801187.0,114.0,6.681287,268.0,6.2,13801187.0
46000000,113714830.0,118.0,11.424974,1181.0,6.8,67714830.0
80000000,122563539.0,83.0,16.724836,870.0,7.4,42563539.0
0,0.0,88.0,1.991025,22.0,6.0,0.0
0,0.0,104.0,11.283079,25.0,6.4,0.0
0,0.0,96.0,3.899327,53.0,5.9,0.0
0,0.0,92.0,4.314564,11.0,6.2,0.0
0,0.0,76.0,2.38281,20.0,6.3,0.0
0,0.0,111.0,1.405267,21.0,7.0,0.0
0,0.0,114.0,3.273251,32.0,6.0,0.0
0,2000000.0,97.0,2.853852,53.0,6.8,2000000.0
0,0.0,95.0,1.199649,14.0,6.7,0.0
0,0.0,91.0,5.321632,58.0,6.3,0.0
68000000,193000000.0,124.0,9.268136,447.0,5.9,125000000.0
25000000,41604473.0,86.0,5.00725,113.0,5.5,16604473.0
0,0.0,95.0,0.321377,1.0,5.0,0.0
0,0.0,108.0,0.001893,0.0,0.0,0.0
0,0.0,100.0,4.176526,34.0,6.8,0.0
0,0.0,82.0,5.428329,11.0,4.1,0.0
0,0.0,88.0,6.414758,19.0,6.4,0.0
0,0.0,106.0,1.414306,12.0,5.8,0.0
0,0.0,106.0,1.129891,6.0,6.1,0.0
10000000,14356479.0,95.0,3.073113,41.0,6.2,4356479.0
1000000,0.0,89.0,14.108597,179.0,6.2,-1000000.0
0,0.0,103.0,0.441386,11.0,6.4,0.0
0,0.0,89.0,4.27404,37.0,5.7,0.0
0,0.0,84.0,2.873528,34.0,5.6,0.0
70000000,65977295.0,116.0,9.540021,232.0,5.4,-4022705.0
27000000,0.0,116.0,4.327218,65.0,5.6,-27000000.0
0,0.0,99.0,4.259532,10.0,6.6,0.0
1934000,3786801.0,172.0,1.135061,21.0,6.3,1852801.0
60000000,214034224.0,119.0,21.040126,3640.0,7.3,154034224.0
84000000,275650703.0,88.0,8.592826,853.0,5.4,191650703.0
115000000,77628265.0,134.0,7.455875,345.0,5.8,-37371735.0
0,0.0,104.0,3.401162,53.0,6.4,0.0
0,0.0,107.0,0.901594,9.0,6.9,0.0
0,0.0,103.0,2.811699,58.0,6.5,0.0
0,0.0,99.0,4.242462,15.0,4.8,0.0
5000000,0.0,112.0,2.702716,22.0,6.7,-5000000.0
0,0.0,93.0,6.975511,22.0,6.3,0.0
0,0.0,91.0,2.5697,30.0,6.2,0.0
0,0.0,82.0,3.767854,25.0,5.0,0.0
0,0.0,103.0,1.372254,20.0,6.0,0.0
0,0.0,92.0,1.593471,13.0,5.3,0.0
0,0.0,109.0,9.07909,35.0,5.5,0.0
0,0.0,96.0,3.541487,22.0,5.3,0.0
0,0.0,95.0,5.852908,116.0,6.1,0.0
0,0.0,89.0,8.433119,40.0,6.8,0.0
5860000,12000000.0,111.0,8.019495,55.0,7.2,6140000.0
0,0.0,95.0,0.829756,12.0,7.3,0.0
18000000,3900000.0,118.0,4.29831,26.0,6.1,-14100000.0
0,0.0,98.0,8.339485,99.0,5.5,0.0
0,0.0,121.0,2.648622,25.0,6.3,0.0
1600000,5400000.0,103.0,7.715087,61.0,7.1,3800000.0
0,3206713.0,105.0,0.575656,4.0,7.3,3206713.0
0,0.0,89.0,2.08013,27.0,4.6,0.0
15600000,0.0,91.0,3.970857,20.0,4.2,-15600000.0
80000000,145771527.0,85.0,18.469238,1371.0,7.1,65771527.0
102000000,358372926.0,145.0,20.666063,2663.0,7.1,256372926.0
0,0.0,94.0,4.403771,86.0,6.9,0.0
0,0.0,141.0,4.016473,10.0,6.0,0.0
0,0.0,76.0,4.5973,62.0,5.6,0.0
50000000,171269535.0,96.0,6.674356,660.0,5.6,121269535.0
250000,4186931.0,91.0,2.605409,23.0,6.3,3936931.0
0,0.0,113.0,2.008306,20.0,5.9,0.0
0,0.0,96.0,9.016076,200.0,4.7,0.0
0,0.0,114.0,1.521922,12.0,6.1,0.0
17000000,0.0,97.0,1.755586,31.0,5.6,-17000000.0
0,0.0,103.0,0.902187,7.0,5.7,0.0
0,0.0,107.0,4.102354,28.0,4.8,0.0
0,0.0,102.0,0.506589,5.0,5.4,0.0
30000000,0.0,99.0,5.422624,101.0,5.7,-30000000.0
